CID,Status,CAmt,Location
950,Under Review,3554,NYC
951,Declined,2845,Mumbai
952,Under Review,4651,Mumbai
953,Under Review,2734,Delhi
954,Under Review,4453,NYC
955,Declined,4267,NYC
956,Approved,4117,Lucknow
957,Approved,3067,NYC
958,Declined,3712,Ayodhya
959,Approved,1295,Pune
960,Declined,1816,Ayodhya
961,Under Review,4710,NYC
962,Under Review,4619,Pune
963,Approved,4670,Ayodhya
964,Declined,1216,Delhi
965,Under Review,4203,Delhi
966,Approved,2967,Ayodhya
967,Approved,3284,Mumbai
968,Approved,2305,Ayodhya
969,Approved,2327,Delhi
970,Approved,1557,Delhi
971,Under Review,4260,Mumbai
972,Declined,3383,Pune
973,Under Review,3272,Ayodhya
974,Approved,2197,NYC
975,Approved,3627,Pune
976,Approved,2790,Ayodhya
977,Approved,1679,Lucknow
978,Declined,3004,Pune
979,Under Review,1816,NYC
980,Approved,4088,Ayodhya
981,Declined,3919,Mumbai
982,Approved,3102,Mumbai
983,Under Review,4842,Ayodhya
984,Under Review,2864,Mumbai
985,Declined,4504,Delhi
986,Approved,3027,Ayodhya
987,Declined,1742,Ayodhya
988,Declined,3045,Delhi
989,Approved,4402,NYC
990,Declined,3844,Delhi
991,Approved,4508,Pune
992,Approved,2307,NYC
993,Approved,2752,Pune
994,Approved,1679,Delhi
995,Under Review,1726,Pune
996,Declined,4787,NYC
997,Under Review,4677,Lucknow
998,Approved,2763,Ayodhya
999,Declined,4559,Delhi
1000,Approved,4203,Delhi
1001,Declined,2599,Lucknow
1002,Declined,1477,NYC
1003,Approved,1074,Mumbai
1004,Under Review,4063,Pune
1005,Declined,4869,NYC
1006,Under Review,1791,Delhi
1007,Approved,1307,Ayodhya
1008,Under Review,4507,Delhi
1009,Declined,4377,Mumbai
1010,Declined,2243,Pune
1011,Approved,1580,Pune
1012,Approved,2139,Pune
1013,Under Review,4985,Ayodhya
1014,Under Review,3002,Delhi
1015,Approved,3077,NYC
1016,Under Review,2275,Pune
1017,Declined,1431,Mumbai
1018,Approved,4677,NYC
1019,Declined,1309,Mumbai
1020,Under Review,4723,Delhi
1021,Approved,3204,Pune
1022,Under Review,4085,Pune
1023,Approved,1982,NYC
1024,Approved,4219,NYC
1025,Approved,3057,NYC
1026,Declined,3573,Ayodhya
1027,Under Review,2554,NYC
1028,Approved,4567,NYC
1029,Declined,3525,NYC
1030,Approved,2363,Mumbai
1031,Under Review,4177,Ayodhya
1032,Declined,3133,NYC
1033,Under Review,3440,Pune
1034,Declined,3846,Ayodhya
1035,Approved,3277,Ayodhya
1036,Under Review,1305,Ayodhya
1037,Declined,3829,Lucknow
1038,Under Review,1934,Pune
1039,Under Review,1845,Pune
1040,Approved,2053,NYC
1041,Approved,4283,Mumbai
1042,Declined,2383,NYC
1043,Approved,4052,Mumbai
1044,Declined,2335,Delhi
1045,Declined,4471,Mumbai
1046,Under Review,4484,NYC
1047,Under Review,4176,NYC
1048,Approved,3266,Lucknow
1049,Under Review,1862,Ayodhya
1050,Approved,4591,Lucknow
1051,Declined,2831,Lucknow
1052,Approved,4506,Delhi
1053,Under Review,2254,Lucknow
1054,Approved,1112,NYC
1055,Under Review,4277,Lucknow
1056,Declined,1047,Delhi
1057,Under Review,4052,Ayodhya
1058,Declined,3508,Delhi
1059,Under Review,1334,Lucknow
1060,Approved,3111,Mumbai
1061,Approved,1801,Delhi
1062,Declined,3618,Pune
1063,Under Review,2897,Mumbai
1064,Under Review,4052,Delhi
1065,Under Review,3950,Lucknow
1066,Declined,3628,NYC
1067,Under Review,1811,Lucknow
1068,Declined,2485,Mumbai
1069,Under Review,3509,Ayodhya
1070,Declined,2780,Delhi
1071,Approved,4826,Pune
1072,Declined,2042,Mumbai
1073,Under Review,1393,Pune
1074,Approved,3979,Lucknow
1075,Under Review,1053,Lucknow
1076,Under Review,3386,Lucknow
1077,Declined,2413,Lucknow
1078,Approved,2012,Pune
1079,Declined,1846,Ayodhya
1080,Approved,2205,Mumbai
1081,Approved,1701,Pune
1082,Declined,2984,Pune
1083,Declined,4822,Lucknow
1084,Under Review,3799,Ayodhya
1085,Under Review,4794,Mumbai
1086,Declined,2980,NYC
1087,Approved,1778,Ayodhya
1088,Declined,3524,Ayodhya
1089,Approved,2287,NYC
1090,Declined,1183,Mumbai
1091,Under Review,2804,Ayodhya
1092,Approved,3931,Ayodhya
1093,Approved,2844,NYC
1094,Approved,3082,NYC
1095,Approved,4104,NYC
1096,Declined,1841,Lucknow
1097,Approved,2334,Delhi
1098,Under Review,4280,NYC
1099,Declined,2049,Mumbai
1100,Declined,3427,Ayodhya
1101,Approved,2904,Mumbai
1102,Under Review,1993,Mumbai
1103,Declined,4393,Pune
1104,Under Review,3372,NYC
1105,Declined,3147,Ayodhya
1106,Declined,1745,Lucknow
1107,Approved,1196,Ayodhya
1108,Approved,3858,Ayodhya
1109,Declined,2184,Pune
1110,Under Review,1275,Mumbai
1111,Under Review,1700,Ayodhya
1112,Declined,4347,Lucknow
1113,Under Review,4586,Lucknow
1114,Approved,4330,NYC
1115,Declined,4160,Lucknow
1116,Declined,4805,NYC
1117,Approved,2872,Lucknow
1118,Declined,1683,Pune
1119,Under Review,3661,Lucknow
1120,Approved,1108,Pune
1121,Approved,3717,Mumbai
1122,Declined,1666,NYC
1123,Under Review,4256,Delhi
1124,Approved,3307,Pune
1125,Approved,3498,Pune
1126,Approved,4563,Ayodhya
1127,Under Review,3470,Mumbai
1128,Declined,3392,Delhi
1129,Under Review,4292,Delhi
1130,Declined,2809,NYC
1131,Declined,4460,Mumbai
1132,Declined,2071,Mumbai
1133,Approved,2368,Mumbai
1134,Under Review,2179,Mumbai
1135,Under Review,2583,Lucknow
1136,Declined,1993,Lucknow
1137,Approved,4098,Lucknow
1138,Declined,4520,Pune
1139,Under Review,1335,NYC
1140,Approved,2045,Pune
1141,Approved,2032,NYC
1142,Approved,2181,Pune
1143,Declined,2377,Lucknow
1144,Under Review,4745,Pune
1145,Declined,3784,Ayodhya
1146,Declined,3848,Lucknow
1147,Declined,2396,Mumbai
1148,Approved,4682,Delhi
1149,Declined,2350,NYC
1150,Approved,3296,Delhi
1151,Under Review,2303,Ayodhya
1152,Under Review,4967,Lucknow
1153,Under Review,3884,Lucknow
1154,Declined,1142,Delhi
1155,Approved,1258,Pune
1156,Declined,3870,Mumbai
1157,Under Review,1684,Mumbai
1158,Approved,1658,Mumbai
1159,Under Review,1729,Delhi
1160,Approved,3846,Pune
1161,Approved,4494,Ayodhya
1162,Approved,1490,Lucknow
1163,Under Review,1573,Lucknow
1164,Declined,4325,Mumbai
1165,Under Review,1592,Mumbai
1166,Declined,4686,NYC
1167,Approved,3338,Ayodhya
1168,Declined,4395,Delhi
1169,Under Review,3406,Lucknow
1170,Approved,3379,NYC
1171,Declined,1349,Delhi
1172,Declined,4512,Mumbai
1173,Declined,3733,Delhi
1174,Declined,3217,Pune
1175,Under Review,2295,Ayodhya
1176,Approved,4317,Ayodhya
1177,Approved,1136,Delhi
1178,Under Review,4601,NYC
1179,Under Review,4425,Lucknow
1180,Under Review,2639,NYC
1181,Approved,4789,NYC
1182,Approved,1768,Mumbai
1183,Under Review,4217,NYC
1184,Declined,1367,Pune
1185,Under Review,4562,Ayodhya
1186,Declined,2529,NYC
1187,Approved,2585,Pune
1188,Under Review,4604,Pune
1189,Declined,2387,NYC
1190,Declined,1481,Lucknow
1191,Approved,2760,Ayodhya
1192,Under Review,1247,Mumbai
1193,Approved,3463,Lucknow
1194,Approved,2761,Pune
1195,Approved,3445,Mumbai
1196,Under Review,3706,Mumbai
1197,Approved,3439,Ayodhya
1198,Declined,2765,Pune
1199,Declined,4143,Mumbai
1200,Approved,1183,Ayodhya
1201,Approved,1230,Pune
1202,Under Review,2762,Lucknow
1203,Under Review,3062,Delhi
1204,Declined,4151,Ayodhya
1205,Declined,3284,Ayodhya
1206,Approved,1061,Ayodhya
1207,Approved,2244,Ayodhya
1208,Under Review,2156,Delhi
1209,Under Review,2827,Delhi
1210,Declined,3577,Mumbai
1211,Declined,3550,Mumbai
1212,Under Review,2138,Delhi
1213,Approved,2393,NYC
1214,Under Review,3599,Ayodhya
1215,Under Review,4436,Ayodhya
1216,Declined,2831,Delhi
1217,Approved,4626,Pune
1218,Declined,4195,NYC
1219,Declined,2618,NYC
1220,Approved,4141,NYC
1221,Approved,2411,NYC
1222,Under Review,2173,Ayodhya
1223,Under Review,3718,Mumbai
1224,Declined,2159,Pune
1225,Approved,2154,Pune
1226,Approved,1028,Ayodhya
1227,Approved,4873,NYC
1228,Under Review,2865,Delhi
1229,Under Review,2207,Delhi
1230,Declined,4598,Delhi
1231,Approved,3845,Pune
1232,Declined,4407,Ayodhya
1233,Under Review,3731,Mumbai
1234,Declined,2383,Ayodhya
1235,Approved,4598,Pune
1236,Under Review,3508,Pune
1237,Approved,2570,Mumbai
1238,Approved,2192,NYC
1239,Approved,3197,NYC
1240,Under Review,3815,NYC
1241,Declined,4000,Mumbai
1242,Approved,1600,Pune
1243,Under Review,3999,Delhi
1244,Approved,4065,Pune
1245,Under Review,1997,Mumbai
1246,Declined,4347,Delhi
1247,Under Review,2412,Mumbai
1248,Declined,4548,NYC
1249,Approved,4244,Mumbai
1250,Approved,4982,Pune
1251,Declined,1362,Lucknow
1252,Under Review,2230,Mumbai
1253,Approved,3770,Pune
1254,Under Review,2465,Ayodhya
1255,Approved,3806,Ayodhya
1256,Declined,4452,Lucknow
1257,Declined,4553,Delhi
1258,Approved,3224,Delhi
1259,Under Review,1542,Ayodhya
1260,Declined,3242,NYC
1261,Under Review,2232,NYC
1262,Declined,1913,Lucknow
1263,Under Review,2542,Ayodhya
1264,Under Review,3136,Delhi
1265,Under Review,4210,NYC
1266,Declined,4087,Mumbai
1267,Under Review,2509,Mumbai
1268,Under Review,3176,Pune
1269,Approved,2017,Delhi
1270,Under Review,3205,Ayodhya
1271,Declined,3185,Pune
1272,Approved,3226,Mumbai
1273,Approved,2363,Lucknow
1274,Under Review,1750,NYC
1275,Approved,2936,Mumbai
1276,Under Review,1455,Ayodhya
1277,Approved,2289,Mumbai
1278,Declined,4508,Lucknow
1279,Declined,2876,NYC
1280,Declined,4243,NYC
1281,Approved,4274,Lucknow
1282,Declined,1069,Lucknow
1283,Approved,2916,Lucknow
1284,Under Review,1347,NYC
1285,Under Review,2630,Mumbai
1286,Under Review,1268,Pune
1287,Declined,1076,NYC
1288,Under Review,4469,Delhi
1289,Declined,1217,Delhi
1290,Under Review,1785,NYC
1291,Declined,2484,Pune
1292,Under Review,4143,Ayodhya
1293,Declined,1141,Pune
1294,Declined,3973,Mumbai
1295,Under Review,4832,Pune
1296,Declined,1233,Ayodhya
1297,Declined,3524,Ayodhya
1298,Declined,2173,Lucknow
1299,Under Review,4486,Pune
1300,Declined,3489,Delhi
1301,Under Review,2709,Pune
1302,Approved,1700,Mumbai
1303,Approved,2571,Delhi
1304,Approved,2489,NYC
1305,Declined,2736,Delhi
1306,Under Review,4646,Pune
1307,Approved,3037,Pune
1308,Under Review,4058,Lucknow
1309,Declined,3990,Pune
1310,Declined,2135,Lucknow
1311,Under Review,2848,Mumbai
1312,Declined,4837,Lucknow
1313,Declined,2678,NYC
1314,Declined,4063,Mumbai
1315,Approved,2385,Pune
1316,Approved,4584,Pune
1317,Under Review,3776,Pune
1318,Under Review,2378,Pune
1319,Under Review,3978,Lucknow
1320,Declined,3308,Mumbai
1321,Under Review,3349,Pune
1322,Under Review,4015,Lucknow
1323,Under Review,1683,Lucknow
1324,Declined,4291,Ayodhya
1325,Under Review,1789,NYC
1326,Approved,4602,Mumbai
1327,Approved,3836,Delhi
1328,Approved,1935,Pune
1329,Under Review,1785,Mumbai
1330,Under Review,1863,Lucknow
1331,Under Review,1487,Delhi
1332,Approved,1215,Mumbai
1333,Declined,4055,Delhi
1334,Under Review,1888,Ayodhya
1335,Declined,4853,Ayodhya
1336,Approved,4734,Mumbai
1337,Declined,3046,Pune
1338,Under Review,3033,Lucknow
1339,Approved,1123,Mumbai
1340,Under Review,2894,Mumbai
1341,Under Review,1715,Ayodhya
1342,Under Review,2840,Mumbai
1343,Approved,2207,Mumbai
1344,Under Review,3601,Mumbai
1345,Under Review,3655,Mumbai
1346,Approved,2059,Ayodhya
1347,Under Review,2844,Pune
1348,Declined,3527,Delhi
1349,Under Review,3853,Mumbai
1350,Declined,3514,Delhi
1351,Under Review,4289,Pune
1352,Approved,2558,Delhi
1353,Under Review,2403,Mumbai
1354,Under Review,2903,Lucknow
1355,Declined,3210,NYC
1356,Under Review,1838,Ayodhya
1357,Approved,3074,Pune
1358,Declined,1718,Lucknow
1359,Under Review,2872,Delhi
1360,Declined,4756,Ayodhya
1361,Approved,1348,Delhi
1362,Approved,3998,Mumbai
1363,Declined,3346,Lucknow
1364,Under Review,4735,NYC
1365,Declined,4174,Delhi
1366,Approved,4481,Pune
1367,Approved,3464,Pune
1368,Declined,3292,Delhi
1369,Under Review,1568,Ayodhya
1370,Under Review,4130,Delhi
1371,Under Review,2350,NYC
1372,Under Review,4807,Lucknow
1373,Under Review,4452,Mumbai
1374,Declined,1886,Lucknow
1375,Under Review,3547,NYC
1376,Declined,1660,Mumbai
1377,Declined,3742,Pune
1378,Approved,1074,Delhi
1379,Under Review,2449,Mumbai
1380,Under Review,1285,Ayodhya
1381,Approved,1732,Lucknow
1382,Declined,1086,Delhi
1383,Under Review,3366,Pune
1384,Approved,4139,Lucknow
1385,Declined,1390,Ayodhya
1386,Declined,4107,Mumbai
1387,Approved,2893,Delhi
1388,Under Review,4473,Lucknow
1389,Approved,3117,Delhi
1390,Declined,1949,Mumbai
1391,Under Review,1535,Delhi
1392,Under Review,1731,NYC
1393,Under Review,1716,Ayodhya
1394,Declined,2390,Pune
1395,Approved,2237,Delhi
1396,Declined,4358,NYC
1397,Approved,1315,Ayodhya
1398,Declined,2931,Delhi
1399,Under Review,3085,NYC
1400,Approved,1646,Delhi
1401,Under Review,4144,NYC
1402,Declined,2579,Lucknow
1403,Under Review,3327,Delhi
1404,Approved,3591,Lucknow
1405,Declined,2272,Ayodhya
1406,Under Review,4787,Pune
1407,Under Review,3587,Ayodhya
1408,Declined,3690,Ayodhya
1409,Declined,2392,Pune
1410,Declined,1813,Ayodhya
1411,Under Review,4444,Delhi
1412,Approved,2984,NYC
1413,Declined,4317,Ayodhya
1414,Approved,1883,Delhi
1415,Declined,4465,Lucknow
1416,Declined,3962,Delhi
1417,Declined,1623,NYC
1418,Declined,3596,Pune
1419,Under Review,4311,Pune
1420,Declined,2585,Lucknow
1421,Approved,4033,Ayodhya
1422,Approved,3031,Pune
1423,Under Review,1730,Lucknow
1424,Declined,1131,Pune
1425,Under Review,1625,Delhi
1426,Approved,1744,Ayodhya
1427,Under Review,4440,Delhi
1428,Under Review,1563,Delhi
1429,Approved,1832,Delhi
1430,Under Review,1852,Mumbai
1431,Declined,4325,Lucknow
1432,Declined,3209,Lucknow
1433,Approved,4529,Ayodhya
1434,Declined,3046,NYC
1435,Approved,2035,Mumbai
1436,Declined,3627,Ayodhya
1437,Approved,2839,Lucknow
1438,Under Review,1267,Ayodhya
1439,Approved,1091,Pune
1440,Under Review,2285,Pune
1441,Under Review,2659,Delhi
1442,Declined,1715,Ayodhya
1443,Declined,2533,Ayodhya
1444,Under Review,2753,Ayodhya
1445,Declined,2208,Mumbai
1446,Declined,1145,Pune
1447,Approved,3293,NYC
1448,Approved,3445,Ayodhya
1449,Under Review,3952,NYC
1450,Approved,2823,Delhi
1451,Under Review,2361,Pune
1452,Declined,1190,Lucknow
1453,Declined,2294,Ayodhya
1454,Declined,1300,Delhi
1455,Approved,4268,Delhi
1456,Under Review,4781,Delhi
1457,Under Review,2581,Delhi
1458,Declined,4689,Pune
1459,Declined,2216,Delhi
1460,Declined,3262,Mumbai
1461,Approved,4906,Mumbai
1462,Declined,1057,NYC
1463,Declined,1004,Mumbai
1464,Approved,1316,Lucknow
1465,Declined,2721,Delhi
1466,Approved,4499,Ayodhya
1467,Under Review,4880,Pune
1468,Declined,4383,Ayodhya
1469,Declined,3942,Ayodhya
1470,Under Review,2933,NYC
1471,Under Review,3175,Delhi
1472,Declined,2663,Delhi
1473,Declined,4090,Lucknow
1474,Approved,1232,NYC
1475,Approved,1350,Mumbai
1476,Under Review,3707,Pune
1477,Declined,3409,Delhi
1478,Declined,1546,NYC
1479,Declined,3104,Mumbai
1480,Approved,4715,NYC
1481,Under Review,1825,NYC
1482,Declined,1402,NYC
1483,Approved,1093,Mumbai
1484,Approved,1404,NYC
1485,Approved,4483,NYC
1486,Under Review,4744,Delhi
1487,Approved,3505,Ayodhya
1488,Under Review,4325,Pune
1489,Under Review,3823,NYC
1490,Declined,3155,Mumbai
1491,Under Review,2829,Mumbai
1492,Under Review,3939,Ayodhya
1493,Declined,3578,NYC
1494,Under Review,4637,Ayodhya
1495,Under Review,1183,Delhi
1496,Under Review,4250,Ayodhya
1497,Declined,3356,NYC
1498,Under Review,1731,Lucknow
1499,Under Review,4085,Delhi
1500,Under Review,4310,Lucknow
1501,Under Review,3430,Pune
1502,Under Review,2322,Delhi
1503,Declined,3425,Pune
1504,Declined,3541,Mumbai
1505,Under Review,1542,Lucknow
1506,Under Review,3435,Mumbai
1507,Declined,2786,Delhi
1508,Declined,1432,Mumbai
1509,Under Review,2992,Delhi
1510,Declined,3270,Pune
1511,Approved,2984,Lucknow
1512,Approved,1206,Mumbai
1513,Under Review,1875,Mumbai
1514,Under Review,3655,Ayodhya
1515,Approved,3488,Delhi
1516,Under Review,3881,Lucknow
1517,Approved,4533,Ayodhya
1518,Declined,2989,Pune
1519,Declined,1548,NYC
1520,Approved,1169,Delhi
1521,Declined,4296,Pune
1522,Under Review,2309,Pune
1523,Approved,3842,Ayodhya
1524,Declined,2685,Lucknow
1525,Approved,3828,NYC
1526,Declined,1868,Ayodhya
1527,Approved,4628,Ayodhya
1528,Declined,3846,NYC
1529,Approved,3587,Pune
1530,Under Review,2987,Pune
1531,Approved,3712,Delhi
1532,Under Review,3521,NYC
1533,Approved,1471,Lucknow
1534,Approved,4786,NYC
1535,Under Review,3882,Ayodhya
1536,Approved,4852,NYC
1537,Approved,2583,NYC
1538,Under Review,4058,Ayodhya
1539,Under Review,3576,Delhi
1540,Under Review,2392,Lucknow
1541,Declined,2679,Delhi
1542,Under Review,4257,Ayodhya
1543,Under Review,2159,Lucknow
1544,Approved,2187,Lucknow
1545,Approved,2547,Lucknow
1546,Approved,2126,Pune
1547,Approved,3571,Mumbai
1548,Approved,2266,Lucknow
1549,Under Review,2990,Ayodhya
1550,Approved,2180,NYC
1551,Approved,2773,Delhi
1552,Under Review,4393,NYC
1553,Approved,2423,Pune
1554,Approved,3591,Mumbai
1555,Declined,2250,Pune
1556,Declined,3686,Mumbai
1557,Declined,2671,Delhi
1558,Declined,2944,Delhi
1559,Declined,1638,NYC
1560,Under Review,4842,Mumbai
1561,Approved,3050,Ayodhya
1562,Approved,1957,Delhi
1563,Under Review,3541,Lucknow
1564,Approved,1023,NYC
1565,Declined,2306,Lucknow
1566,Approved,2054,Ayodhya
1567,Declined,3760,Ayodhya
1568,Under Review,2763,Mumbai
1569,Declined,3744,Ayodhya
1570,Under Review,4598,NYC
1571,Approved,4122,Pune
1572,Approved,3759,NYC
1573,Approved,2468,Pune
1574,Approved,1236,Pune
1575,Declined,2628,Mumbai
1576,Declined,4001,Delhi
1577,Approved,1829,Pune
1578,Declined,4971,Mumbai
1579,Under Review,1238,NYC
1580,Approved,2654,Mumbai
1581,Declined,1804,NYC
1582,Under Review,4881,Mumbai
1583,Approved,4220,Ayodhya
1584,Declined,2482,Ayodhya
1585,Approved,2944,Lucknow
1586,Approved,4731,NYC
1587,Under Review,1998,NYC
1588,Approved,4220,NYC
1589,Approved,1444,Mumbai
1590,Under Review,4676,Mumbai
1591,Under Review,3254,Mumbai
1592,Approved,2944,Lucknow
1593,Approved,3863,NYC
1594,Under Review,3800,Ayodhya
1595,Declined,3614,Ayodhya
1596,Under Review,4266,Lucknow
1597,Declined,2082,Ayodhya
1598,Declined,2074,Lucknow
1599,Under Review,1208,Delhi
1600,Approved,3401,Ayodhya
1601,Under Review,3267,Delhi
1602,Under Review,3154,Mumbai
1603,Under Review,4741,Mumbai
1604,Under Review,3227,Delhi
1605,Under Review,4618,Pune
1606,Declined,2813,Ayodhya
1607,Under Review,1606,Ayodhya
1608,Declined,1082,Ayodhya
1609,Under Review,3346,NYC
1610,Under Review,1548,NYC
1611,Under Review,2681,Lucknow
1612,Declined,4617,Delhi
1613,Approved,3785,Pune
1614,Under Review,2307,Lucknow
1615,Approved,1191,Lucknow
1616,Approved,3399,Delhi
1617,Under Review,4412,Delhi
1618,Under Review,3700,Delhi
1619,Under Review,4866,Pune
1620,Approved,3429,Ayodhya
1621,Declined,2965,Mumbai
1622,Declined,1016,Delhi
1623,Approved,2865,Mumbai
1624,Under Review,4895,Lucknow
1625,Approved,4477,Lucknow
1626,Approved,4904,Mumbai
1627,Under Review,4326,Mumbai
1628,Declined,1790,Mumbai
1629,Approved,4084,Delhi
1630,Approved,2936,Pune
1631,Declined,1281,Mumbai
1632,Approved,1919,Pune
1633,Approved,3984,Delhi
1634,Declined,4408,NYC
1635,Under Review,1998,Delhi
1636,Under Review,4594,Pune
1637,Approved,4312,Lucknow
1638,Under Review,1299,Pune
1639,Declined,1056,Ayodhya
1640,Declined,2125,NYC
1641,Approved,4850,Pune
1642,Approved,1290,Pune
1643,Under Review,2883,Mumbai
1644,Under Review,4265,Lucknow
1645,Approved,3816,Lucknow
1646,Declined,2620,Pune
1647,Declined,2565,Lucknow
1648,Under Review,4341,Lucknow
1649,Declined,2729,Pune
1650,Approved,3205,Lucknow
1651,Under Review,2768,Delhi
1652,Approved,2958,Delhi
1653,Declined,1746,Delhi
1654,Approved,3717,Pune
1655,Under Review,1044,Pune
1656,Approved,1676,NYC
1657,Approved,4474,Pune
1658,Declined,3588,Delhi
1659,Approved,1554,Pune
1660,Under Review,4445,Lucknow
1661,Approved,3755,NYC
1662,Declined,2541,Pune
1663,Under Review,1921,Delhi
